customer_id,segment,region,acquisition_channel,plan,signup_date,status,churn_date,churn_reason
C00159,Consumer,South,Organic,Pro,2025-07-06,Active,,
C00160,SMB,West,Referral,Premium,2026-03-18,Active,,
C00161,Consumer,East,Social,Basic,2025-05-10,Churned,2026-04-08,Low Usage
C00162,SMB,South,Social,Pro,2025-05-07,Active,,
C00163,SMB,West,Organic,Pro,2025-10-19,Churned,2026-05-28,Low Usage
C00164,Consumer,West,Organic,Basic,2025-04-24,Churned,2026-04-02,Support Issues
C00165,Consumer,West,Paid Search,Pro,2025-07-18,Churned,2026-06-03,Competitor
C00166,SMB,South,Paid Search,Basic,2025-01-13,Active,,
C00167,Consumer,West,Organic,Pro,2025-09-28,Active,,
C00168,Consumer,East,Paid Search,Pro,2025-03-30,Active,,
C00169,Consumer,South,Social,Basic,2025-08-03,Churned,2026-06-20,Low Usage
C00170,SMB,South,Partner,Basic,2026-03-20,Active,,
C00171,SMB,East,Paid Search,Pro,2025-10-05,Active,,
C00172,Consumer,South,Partner,Premium,2026-03-23,Active,,
C00173,Consumer,East,Paid Search,Basic,2026-04-19,Active,,
C00174,Consumer,North,Paid Search,Pro,2026-04-26,Active,,
C00175,SMB,South,Organic,Pro,2025-07-22,Active,,
C00176,Consumer,East,Referral,Premium,2025-03-15,Active,,
C00177,SMB,North,Partner,Premium,2025-01-25,Active,,
C00178,Consumer,North,Referral,Pro,2025-04-11,Churned,2026-05-26,Low Usage
C00179,Enterprise,North,Paid Search,Pro,2025-06-25,Active,,
C00180,Consumer,West,Referral,Premium,2026-03-03,Active,,
C00181,Consumer,South,Organic,Basic,2025-04-27,Churned,2026-03-29,Low Usage
C00182,Consumer,North,Partner,Basic,2025-06-15,Churned,2026-04-08,Competitor
C00183,Enterprise,East,Referral,Basic,2025-02-10,Active,,
C00184,Enterprise,South,Paid Search,Premium,2026-03-05,Active,,
C00185,Consumer,West,Referral,Premium,2025-12-10,Churned,2026-05-16,Price
C00186,SMB,North,Referral,Basic,2026-02-28,Active,,
C00187,SMB,West,Organic,Pro,2026-01-01,Churned,2026-06-14,Competitor
C00188,SMB,South,Referral,Pro,2025-04-30,Active,,
C00189,Consumer,East,Organic,Basic,2025-04-07,Churned,2026-03-16,Competitor
C00190,Consumer,North,Social,Premium,2025-05-25,Active,,
C00191,Consumer,South,Social,Basic,2025-08-04,Active,,
C00192,Enterprise,South,Social,Basic,2025-08-17,Active,,
C00193,Enterprise,South,Referral,Pro,2025-11-09,Active,,
C00194,SMB,North,Referral,Pro,2025-05-10,Active,,
C00195,Consumer,North,Organic,Basic,2025-12-18,Churned,2026-06-09,Support Issues
C00196,Consumer,East,Social,Pro,2026-01-12,Active,,
C00197,SMB,North,Organic,Pro,2025-11-14,Active,,
C00198,Enterprise,South,Paid Search,Basic,2026-04-17,Churned,2026-05-01,Low Usage
C00199,Enterprise,West,Paid Search,Basic,2025-05-17,Active,,
C00200,SMB,West,Organic,Pro,2025-11-20,Active,,
C00201,SMB,South,Referral,Basic,2025-12-03,Active,,
C00202,Consumer,South,Organic,Premium,2025-09-30,Active,,
C00203,Consumer,South,Social,Premium,2025-04-27,Active,,
C00204,Enterprise,West,Paid Search,Premium,2025-11-02,Active,,
C00205,SMB,West,Organic,Basic,2026-01-03,Active,,
C00206,Consumer,North,Referral,Premium,2025-04-04,Active,,
C00207,Consumer,East,Organic,Pro,2025-06-17,Active,,
C00208,SMB,West,Organic,Basic,2026-03-18,Active,,
C00209,Consumer,West,Social,Basic,2025-07-22,Active,,
C00210,Consumer,East,Organic,Basic,2025-12-07,Active,,
C00211,Consumer,South,Social,Pro,2025-05-29,Active,,
C00212,SMB,South,Organic,Pro,2026-02-06,Active,,
C00213,SMB,South,Organic,Basic,2025-07-02,Active,,
C00214,Consumer,South,Social,Pro,2026-02-17,Active,,
C00215,SMB,North,Paid Search,Basic,2025-06-01,Churned,2026-05-23,Poor Experience
C00216,Consumer,East,Organic,Pro,2025-03-15,Churned,2026-02-27,Price
C00217,Consumer,South,Paid Search,Basic,2025-12-31,Active,,
C00218,SMB,South,Organic,Premium,2026-02-05,Active,,
C00219,SMB,North,Social,Premium,2025-10-01,Active,,
C00220,SMB,East,Paid Search,Pro,2025-02-11,Churned,2026-06-27,Price
C00221,SMB,South,Social,Basic,2025-07-31,Active,,
C00222,SMB,North,Partner,Basic,2025-04-11,Active,,
C00223,Consumer,South,Paid Search,Premium,2025-02-14,Active,,
C00224,Consumer,South,Partner,Basic,2025-03-23,Active,,
C00225,Consumer,East,Paid Search,Basic,2025-01-17,Active,,
C00226,Consumer,East,Partner,Basic,2025-03-14,Active,,
C00227,Enterprise,South,Organic,Pro,2025-01-14,Active,,
C00228,Consumer,East,Referral,Pro,2026-03-09,Active,,
C00229,Enterprise,West,Paid Search,Premium,2025-06-06,Active,,
C00230,SMB,East,Paid Search,Basic,2025-08-11,Active,,
C00231,SMB,North,Referral,Basic,2025-05-12,Active,,
C00232,Consumer,North,Social,Premium,2025-12-04,Active,,
C00233,SMB,North,Organic,Premium,2026-02-08,Churned,2026-06-17,Poor Experience
C00234,Consumer,West,Organic,Basic,2026-01-11,Active,,
C00235,Consumer,South,Social,Pro,2026-01-11,Active,,
C00236,SMB,South,Referral,Basic,2025-02-16,Churned,2026-05-11,Poor Experience
C00237,Consumer,South,Partner,Premium,2025-04-17,Active,,
C00238,Consumer,West,Social,Basic,2025-04-18,Churned,2026-06-13,Competitor
C00239,SMB,South,Partner,Premium,2025-09-22,Active,,
C00240,Consumer,West,Social,Pro,2025-07-24,Active,,
C00241,Enterprise,East,Paid Search,Pro,2025-03-20,Active,,
C00242,Enterprise,South,Organic,Basic,2025-06-04,Active,,
C00243,Enterprise,West,Social,Pro,2025-09-28,Churned,2026-05-01,Support Issues
C00244,Consumer,North,Referral,Basic,2026-04-21,Active,,
C00245,Consumer,East,Organic,Basic,2026-04-30,Churned,2026-04-14,Low Usage
C00246,Enterprise,South,Paid Search,Pro,2025-09-04,Churned,2026-06-06,Poor Experience
C00247,Consumer,West,Partner,Premium,2025-01-19,Active,,
C00248,Enterprise,East,Referral,Pro,2025-12-12,Active,,
C00249,Enterprise,East,Paid Search,Pro,2026-03-12,Active,,
C00250,Enterprise,West,Paid Search,Basic,2025-01-26,Churned,2026-06-13,Low Usage
C00251,Consumer,North,Organic,Basic,2025-08-05,Active,,
C00252,Consumer,West,Paid Search,Basic,2025-06-03,Active,,
C00253,Enterprise,East,Paid Search,Pro,2025-06-03,Churned,2026-06-06,Low Usage
C00254,Consumer,West,Organic,Premium,2025-06-23,Churned,2026-03-14,Price
C00255,Consumer,South,Social,Pro,2025-04-02,Active,,
C00256,SMB,East,Paid Search,Basic,2026-03-09,Active,,
C00257,Enterprise,West,Social,Basic,2025-12-04,Active,,
C00258,SMB,West,Partner,Pro,2026-04-25,Active,,
C00259,SMB,South,Organic,Basic,2025-06-30,Active,,
C00260,Consumer,West,Referral,Premium,2025-05-11,Active,,
C00261,SMB,North,Paid Search,Premium,2026-03-26,Active,,
C00262,Enterprise,West,Partner,Pro,2026-04-26,Active,,
C00263,Consumer,South,Organic,Basic,2025-10-25,Churned,2026-03-20,Low Usage
C00264,Consumer,West,Referral,Basic,2025-10-02,Active,,
C00265,Enterprise,East,Referral,Basic,2025-09-30,Active,,
C00266,SMB,South,Paid Search,Basic,2026-02-21,Active,,
C00267,SMB,East,Organic,Basic,2025-03-17,Churned,2026-02-24,Price
C00268,SMB,North,Referral,Pro,2025-06-26,Churned,2026-02-18,Price
C00269,Consumer,East,Social,Pro,2025-07-03,Active,,
C00270,Consumer,West,Paid Search,Basic,2025-11-15,Active,,
C00271,SMB,West,Referral,Basic,2025-05-11,Active,,
C00272,SMB,West,Paid Search,Basic,2025-12-29,Active,,
C00273,Enterprise,East,Social,Basic,2025-02-18,Active,,
C00274,Enterprise,North,Organic,Premium,2025-02-24,Churned,2026-02-02,Support Issues
C00275,Consumer,North,Partner,Basic,2025-06-03,Active,,
C00276,Consumer,West,Paid Search,Basic,2025-12-21,Churned,2026-03-10,Price
C00277,SMB,West,Paid Search,Basic,2025-07-19,Active,,
C00278,SMB,West,Organic,Premium,2025-11-04,Active,,
C00279,SMB,West,Organic,Pro,2025-12-22,Active,,
C00280,SMB,North,Referral,Basic,2026-01-08,Active,,
C00281,Enterprise,East,Organic,Pro,2025-04-28,Active,,
C00282,Consumer,South,Social,Pro,2025-09-20,Churned,2026-05-09,Competitor
C00283,Consumer,North,Organic,Premium,2025-02-15,Churned,2026-05-12,Poor Experience
C00284,Consumer,South,Paid Search,Basic,2025-10-29,Active,,
C00285,SMB,North,Paid Search,Premium,2025-12-22,Active,,
C00286,Consumer,North,Organic,Premium,2026-02-04,Active,,
C00287,Consumer,North,Organic,Premium,2026-02-12,Active,,
C00288,Consumer,West,Paid Search,Pro,2025-07-08,Churned,2026-05-05,Competitor
C00289,Consumer,North,Paid Search,Pro,2025-11-06,Active,,
C00290,SMB,North,Paid Search,Basic,2025-11-14,Active,,
C00291,Consumer,South,Referral,Pro,2025-05-09,Active,,
C00292,Consumer,North,Referral,Pro,2025-02-18,Active,,
C00293,SMB,South,Organic,Pro,2025-01-25,Churned,2026-04-14,Price
C00294,Consumer,South,Paid Search,Pro,2025-09-23,Churned,2026-02-23,Poor Experience
C00295,Consumer,West,Partner,Pro,2025-04-28,Churned,2026-02-23,Support Issues
C00296,Consumer,West,Referral,Premium,2026-04-09,Churned,2026-05-06,Low Usage
C00297,SMB,West,Referral,Basic,2025-05-24,Churned,2026-06-12,Poor Experience
C00298,Consumer,North,Paid Search,Premium,2026-03-18,Active,,
C00299,SMB,North,Social,Pro,2025-07-19,Active,,
C00300,Consumer,East,Social,Premium,2025-06-06,Active,,
C00301,Consumer,North,Referral,Pro,2025-12-14,Active,,
C00302,Consumer,North,Partner,Basic,2025-05-14,Active,,
C00303,Consumer,South,Organic,Premium,2026-02-04,Active,,
C00304,SMB,North,Organic,Basic,2025-05-28,Active,,
C00305,SMB,North,Social,Premium,2025-12-02,Churned,2026-06-10,Poor Experience
C00306,Enterprise,North,Social,Pro,2025-03-12,Churned,2026-02-27,Poor Experience
C00307,Consumer,West,Organic,Pro,2025-08-21,Active,,
C00308,Consumer,North,Organic,Basic,2025-11-30,Active,,
C00309,SMB,West,Organic,Pro,2025-10-26,Active,,
C00310,Consumer,West,Paid Search,Basic,2025-06-03,Active,,
C00311,Consumer,East,Social,Basic,2025-03-31,Active,,
C00312,Consumer,West,Referral,Basic,2025-11-30,Active,,
C00313,Consumer,East,Paid Search,Basic,2025-07-18,Active,,
C00314,Enterprise,South,Paid Search,Premium,2025-06-10,Churned,2026-02-20,Competitor
C00315,SMB,South,Organic,Premium,2025-01-26,Active,,
C00316,SMB,South,Paid Search,Basic,2025-05-01,Active,,
C00317,Consumer,West,Referral,Pro,2025-10-28,Active,,
C00318,Consumer,East,Partner,Basic,2025-07-31,Churned,2026-02-22,Price
C00319,Consumer,South,Social,Pro,2025-03-04,Active,,
C00320,Consumer,East,Organic,Premium,2026-03-27,Active,,
C00321,Consumer,South,Partner,Premium,2026-03-12,Active,,
C00322,SMB,East,Social,Basic,2025-03-09,Active,,
C00323,SMB,North,Social,Pro,2025-09-10,Active,,
C00324,Consumer,South,Paid Search,Basic,2026-02-14,Active,,
C00325,Enterprise,North,Paid Search,Premium,2026-04-04,Active,,
C00326,SMB,South,Paid Search,Basic,2025-01-02,Active,,
C00327,SMB,South,Organic,Pro,2026-02-02,Active,,
C00328,SMB,South,Organic,Pro,2025-04-18,Churned,2026-03-23,Low Usage
C00329,Consumer,West,Organic,Pro,2025-10-13,Active,,
C00330,Consumer,North,Paid Search,Basic,2025-02-18,Churned,2026-06-01,Competitor
C00331,Consumer,South,Social,Premium,2025-05-20,Active,,
C00332,SMB,West,Paid Search,Basic,2025-08-06,Active,,
C00333,Consumer,West,Organic,Pro,2025-02-13,Active,,
C00334,Consumer,South,Partner,Basic,2026-02-21,Active,,
C00335,Consumer,North,Partner,Basic,2025-09-26,Churned,2026-04-05,Poor Experience
C00336,Consumer,South,Social,Pro,2025-03-19,Active,,
C00337,Enterprise,South,Partner,Basic,2025-08-04,Active,,
C00338,SMB,West,Referral,Basic,2026-01-17,Active,,
C00339,Consumer,South,Partner,Basic,2025-04-08,Active,,
C00340,Consumer,North,Organic,Basic,2025-08-24,Churned,2026-03-05,Price
C00341,Consumer,West,Paid Search,Pro,2025-10-09,Active,,
C00342,Consumer,South,Organic,Premium,2025-05-29,Churned,2026-02-18,Poor Experience
C00343,Consumer,West,Organic,Basic,2026-02-16,Active,,
C00344,Consumer,South,Organic,Basic,2025-10-31,Churned,2026-06-12,Price
C00345,Consumer,East,Referral,Basic,2026-04-29,Active,,
C00346,SMB,North,Social,Basic,2026-02-28,Active,,
C00347,SMB,West,Referral,Pro,2025-03-07,Active,,
C00348,Consumer,North,Organic,Pro,2025-08-22,Active,,
C00349,Consumer,South,Social,Basic,2026-04-02,Churned,2026-06-02,Poor Experience
C00350,SMB,West,Referral,Basic,2025-03-28,Active,,
C00351,Consumer,East,Paid Search,Basic,2025-03-20,Active,,
C00352,Enterprise,West,Referral,Premium,2025-07-24,Active,,
C00353,SMB,East,Organic,Premium,2025-10-06,Active,,
C00354,Consumer,East,Paid Search,Basic,2025-12-03,Active,,
C00355,Consumer,South,Partner,Basic,2025-09-11,Active,,
C00356,SMB,South,Paid Search,Premium,2025-10-31,Active,,
C00357,Consumer,West,Paid Search,Premium,2026-01-15,Active,,
C00358,SMB,North,Partner,Basic,2025-05-10,Active,,
C00359,Enterprise,East,Social,Basic,2025-03-25,Churned,2026-05-16,Poor Experience
C00360,SMB,East,Organic,Basic,2025-10-03,Active,,
C00361,Consumer,North,Organic,Pro,2025-07-06,Churned,2026-04-04,Price
C00362,SMB,South,Organic,Basic,2025-02-15,Active,,
C00363,Consumer,West,Referral,Basic,2026-01-22,Active,,
C00364,Consumer,South,Paid Search,Pro,2025-07-02,Active,,
C00365,Enterprise,East,Organic,Basic,2025-09-25,Active,,
C00366,Consumer,North,Partner,Pro,2025-10-23,Churned,2026-06-25,Poor Experience
C00367,Enterprise,West,Referral,Basic,2025-11-18,Active,,
C00368,Enterprise,South,Organic,Basic,2025-04-10,Active,,
C00369,Consumer,West,Referral,Pro,2025-03-19,Active,,
C00370,Consumer,North,Referral,Basic,2025-09-29,Active,,
C00371,Consumer,West,Organic,Premium,2025-12-05,Active,,
C00372,Consumer,South,Organic,Pro,2025-06-11,Churned,2026-03-04,Price
C00373,Consumer,West,Social,Basic,2025-02-13,Active,,
C00374,SMB,East,Paid Search,Pro,2025-08-26,Active,,
C00375,Consumer,South,Referral,Basic,2025-05-14,Churned,2026-05-09,Poor Experience
C00376,Consumer,South,Paid Search,Premium,2026-04-06,Active,,
C00377,SMB,South,Organic,Basic,2025-07-11,Active,,
C00378,Consumer,West,Organic,Pro,2025-12-22,Active,,
C00379,SMB,West,Paid Search,Basic,2025-10-05,Active,,
C00380,Consumer,North,Organic,Pro,2025-01-18,Active,,
C00381,Consumer,South,Organic,Premium,2025-01-12,Active,,
C00382,SMB,North,Social,Premium,2025-06-29,Active,,
C00383,SMB,West,Partner,Basic,2025-05-03,Active,,
C00384,Enterprise,North,Social,Basic,2025-09-03,Active,,
C00385,SMB,East,Partner,Premium,2025-08-10,Active,,
C00386,SMB,South,Organic,Premium,2026-01-08,Active,,
C00387,Consumer,West,Partner,Basic,2025-02-20,Active,,
C00388,Consumer,North,Organic,Pro,2025-03-12,Active,,
C00389,SMB,North,Partner,Basic,2026-04-25,Active,,
C00390,SMB,West,Partner,Premium,2025-02-17,Churned,2026-05-05,Competitor
C00391,Enterprise,West,Social,Basic,2025-01-19,Active,,
C00392,Consumer,East,Partner,Basic,2025-09-19,Churned,2026-03-20,Low Usage
C00393,Consumer,South,Referral,Pro,2025-03-25,Active,,
C00394,SMB,South,Organic,Basic,2025-06-04,Churned,2026-02-14,Price
C00395,Consumer,West,Paid Search,Pro,2025-02-22,Churned,2026-06-12,Low Usage
C00396,Enterprise,West,Referral,Pro,2025-04-17,Active,,
C00397,Enterprise,South,Organic,Basic,2025-12-23,Active,,
C00398,Consumer,South,Referral,Basic,2025-10-31,Active,,
C00399,SMB,South,Partner,Pro,2025-05-15,Active,,
C00400,SMB,East,Organic,Basic,2026-03-19,Active,,
C00401,Consumer,South,Social,Pro,2025-03-10,Active,,
C00402,Enterprise,North,Partner,Premium,2025-01-11,Churned,2026-02-06,Low Usage
C00403,Consumer,South,Partner,Pro,2025-05-23,Active,,
C00404,SMB,North,Partner,Basic,2025-07-11,Active,,
C00405,Consumer,South,Referral,Basic,2026-01-22,Churned,2026-02-25,Poor Experience
C00406,Enterprise,North,Partner,Basic,2026-01-13,Active,,
C00407,Consumer,South,Social,Basic,2025-03-10,Active,,
C00408,Consumer,West,Organic,Basic,2025-01-23,Active,,
C00409,Enterprise,South,Paid Search,Pro,2025-06-30,Active,,
