customer_id,month,sessions,support_tickets,active_flag
C00010,2026-03-01,7,1,1
C00010,2026-04-01,3,0,1
C00010,2026-05-01,1,0,0
C00010,2026-06-01,0,0,0
C00011,2026-05-01,7,0,1
C00011,2026-06-01,2,0,0
C00012,2025-08-01,4,1,1
C00012,2025-09-01,6,1,1
C00012,2025-10-01,7,1,1
C00012,2025-11-01,11,0,1
C00012,2025-12-01,0,0,0
C00012,2026-01-01,11,0,1
C00012,2026-02-01,5,1,1
C00012,2026-03-01,0,0,0
C00012,2026-04-01,0,1,0
C00012,2026-05-01,0,0,0
C00012,2026-06-01,3,1,1
C00013,2026-03-01,5,0,1
C00013,2026-04-01,2,0,0
C00013,2026-05-01,4,0,1
C00013,2026-06-01,9,1,1
C00014,2025-12-01,6,0,1
C00014,2026-01-01,6,1,1
C00014,2026-02-01,3,0,1
C00014,2026-03-01,1,0,0
C00014,2026-04-01,11,1,1
C00014,2026-05-01,9,0,1
C00014,2026-06-01,2,0,0
C00015,2025-07-01,6,0,1
C00015,2025-08-01,4,0,1
C00015,2025-09-01,4,1,1
C00015,2025-10-01,9,0,1
C00015,2025-11-01,4,0,1
C00015,2025-12-01,0,0,0
C00015,2026-01-01,0,0,0
C00015,2026-02-01,9,0,1
C00015,2026-03-01,4,0,1
C00015,2026-04-01,5,0,1
C00015,2026-05-01,1,0,0
C00015,2026-06-01,7,1,1
C00016,2026-02-01,0,0,0
C00016,2026-03-01,8,0,1
C00016,2026-04-01,1,3,0
C00016,2026-05-01,4,2,1
C00016,2026-06-01,13,1,1
C00017,2025-09-01,7,0,1
C00017,2025-10-01,1,1,0
C00017,2025-11-01,1,0,0
C00017,2025-12-01,2,0,0
C00017,2026-01-01,7,0,1
C00017,2026-02-01,11,0,1
C00017,2026-03-01,7,0,1
C00017,2026-04-01,5,0,1
C00017,2026-05-01,5,0,1
C00017,2026-06-01,10,1,1
C00018,2025-11-01,9,1,1
C00018,2025-12-01,7,2,1
C00018,2026-01-01,0,0,0
C00018,2026-02-01,1,0,0
C00018,2026-03-01,6,1,1
C00018,2026-04-01,0,0,0
C00018,2026-05-01,10,0,1
C00018,2026-06-01,0,0,0
C00019,2026-04-01,9,1,1
C00019,2026-05-01,12,0,1
C00019,2026-06-01,0,0,0
C00020,2025-02-01,8,0,1
C00020,2025-03-01,11,0,1
C00020,2025-04-01,3,2,0
C00020,2025-05-01,7,1,1
C00020,2025-06-01,1,0,0
C00020,2025-07-01,13,1,1
C00020,2025-08-01,10,0,1
C00020,2025-09-01,4,0,1
C00020,2025-10-01,1,0,0
C00020,2025-11-01,0,1,0
C00020,2025-12-01,8,0,1
C00020,2026-01-01,0,0,0
C00020,2026-02-01,7,0,1
C00020,2026-03-01,0,0,0
C00020,2026-04-01,10,0,1
C00020,2026-05-01,4,0,1
C00020,2026-06-01,1,0,0
C00021,2026-02-01,6,0,1
C00021,2026-03-01,1,0,0
C00021,2026-04-01,0,0,0
C00021,2026-05-01,1,0,0
C00021,2026-06-01,5,0,1
C00022,2025-04-01,3,0,0
C00022,2025-05-01,5,0,1
C00022,2025-06-01,9,0,1
C00022,2025-07-01,3,0,1
C00022,2025-08-01,7,0,1
C00022,2025-09-01,4,1,1
C00022,2025-10-01,5,2,1
C00022,2025-11-01,6,0,1
C00022,2025-12-01,9,0,1
C00022,2026-01-01,2,0,0
C00022,2026-02-01,4,0,1
C00022,2026-03-01,8,1,1
C00022,2026-04-01,1,1,0
C00022,2026-05-01,6,0,1
C00022,2026-06-01,9,0,1
C00023,2025-03-01,7,0,1
C00023,2025-04-01,7,1,1
C00023,2025-05-01,6,0,1
C00023,2025-06-01,6,1,1
C00023,2025-07-01,7,0,1
C00023,2025-08-01,7,0,1
C00023,2025-09-01,2,2,1
C00023,2025-10-01,7,1,1
C00023,2025-11-01,7,0,1
C00023,2025-12-01,9,0,1
C00023,2026-01-01,7,1,1
C00023,2026-02-01,3,0,0
C00023,2026-03-01,7,0,1
C00023,2026-04-01,3,0,0
C00023,2026-05-01,8,0,1
C00023,2026-06-01,1,0,0
C00024,2025-07-01,2,0,0
C00024,2025-08-01,6,0,1
C00024,2025-09-01,4,0,1
C00024,2025-10-01,5,0,1
C00024,2025-11-01,5,1,1
C00024,2025-12-01,0,0,0
C00024,2026-01-01,1,0,0
C00024,2026-02-01,4,1,1
C00024,2026-03-01,4,1,1
C00024,2026-04-01,8,0,1
C00024,2026-05-01,7,0,1
C00024,2026-06-01,8,0,1
C00025,2025-02-01,0,0,0
C00025,2025-03-01,2,0,0
C00025,2025-04-01,6,0,1
C00025,2025-05-01,4,0,1
C00025,2025-06-01,0,2,0
C00025,2025-07-01,9,0,1
C00025,2025-08-01,6,0,1
C00025,2025-09-01,3,0,1
C00025,2025-10-01,8,0,1
C00025,2025-11-01,6,0,1
C00025,2025-12-01,6,0,1
C00025,2026-01-01,1,0,0
C00025,2026-02-01,5,1,0
C00025,2026-03-01,3,0,1
C00025,2026-04-01,9,0,1
C00025,2026-05-01,0,1,0
C00025,2026-06-01,0,1,0
C00026,2026-01-01,6,0,1
C00026,2026-02-01,3,0,1
C00026,2026-03-01,7,0,1
C00026,2026-04-01,12,0,1
C00026,2026-05-01,9,1,1
C00026,2026-06-01,0,1,0
C00027,2026-05-01,7,1,1
C00027,2026-06-01,6,0,1
C00028,2025-04-01,7,0,1
C00028,2025-05-01,1,0,0
C00028,2025-06-01,1,0,0
C00028,2025-07-01,13,0,1
C00028,2025-08-01,0,1,0
C00028,2025-09-01,9,0,1
C00028,2025-10-01,4,0,1
C00028,2025-11-01,2,0,0
C00028,2025-12-01,1,1,0
C00028,2026-01-01,10,1,1
C00028,2026-02-01,4,1,1
C00028,2026-03-01,2,0,0
C00028,2026-04-01,4,0,0
C00028,2026-05-01,0,1,0
C00028,2026-06-01,4,1,0
C00029,2025-05-01,0,1,0
C00029,2025-06-01,5,0,1
C00029,2025-07-01,9,0,1
C00029,2025-08-01,2,0,0
C00029,2025-09-01,2,0,1
C00029,2025-10-01,8,2,1
C00029,2025-11-01,6,1,1
C00029,2025-12-01,7,0,1
C00029,2026-01-01,8,1,1
C00029,2026-02-01,2,0,0
C00029,2026-03-01,13,0,1
C00029,2026-04-01,5,0,1
C00029,2026-05-01,0,1,0
C00029,2026-06-01,1,1,0
C00030,2025-04-01,7,0,1
C00030,2025-05-01,5,0,1
C00030,2025-06-01,6,0,1
C00030,2025-07-01,0,0,0
C00030,2025-08-01,2,0,0
C00030,2025-09-01,1,1,0
C00030,2025-10-01,0,0,0
C00030,2025-11-01,9,1,1
C00030,2025-12-01,9,2,1
C00030,2026-01-01,13,0,1
C00030,2026-02-01,0,0,0
C00030,2026-03-01,5,0,1
C00030,2026-04-01,1,0,0
C00030,2026-05-01,7,2,1
C00030,2026-06-01,2,0,1
C00031,2025-08-01,9,0,1
C00031,2025-09-01,10,0,1
C00031,2025-10-01,12,1,1
C00031,2025-11-01,5,1,1
C00031,2025-12-01,5,0,0
C00031,2026-01-01,6,1,1
C00031,2026-02-01,3,1,1
C00031,2026-03-01,10,0,1
C00031,2026-04-01,10,0,1
C00031,2026-05-01,1,1,0
C00031,2026-06-01,0,0,0
C00032,2025-07-01,6,0,1
C00032,2025-08-01,10,1,1
C00032,2025-09-01,1,0,0
C00032,2025-10-01,6,0,1
C00032,2025-11-01,5,0,1
C00032,2025-12-01,0,0,0
C00032,2026-01-01,14,0,1
C00032,2026-02-01,15,1,1
C00032,2026-03-01,8,0,1
C00032,2026-04-01,8,1,1
C00032,2026-05-01,9,0,1
C00032,2026-06-01,5,0,1
C00033,2025-10-01,5,0,1
C00033,2025-11-01,7,1,1
C00033,2025-12-01,9,0,1
C00033,2026-01-01,13,1,1
C00033,2026-02-01,0,0,0
C00033,2026-03-01,9,0,1
C00033,2026-04-01,0,2,0
C00033,2026-05-01,7,1,1
C00033,2026-06-01,9,0,1
C00034,2026-02-01,6,0,1
C00034,2026-03-01,8,0,1
C00034,2026-04-01,9,0,1
C00034,2026-05-01,4,1,1
C00034,2026-06-01,8,0,1
C00035,2025-08-01,0,1,0
C00035,2025-09-01,9,0,1
C00035,2025-10-01,11,1,1
C00035,2025-11-01,11,0,1
C00035,2025-12-01,4,0,1
C00035,2026-01-01,4,0,1
C00035,2026-02-01,1,0,0
C00035,2026-03-01,9,0,1
C00035,2026-04-01,1,0,0
C00035,2026-05-01,1,0,0
C00035,2026-06-01,0,0,0
C00036,2025-02-01,6,0,1
C00036,2025-03-01,4,0,1
C00036,2025-04-01,7,0,1
C00036,2025-05-01,3,0,1
C00036,2025-06-01,10,0,1
C00036,2025-07-01,3,1,1
C00036,2025-08-01,8,0,1
C00036,2025-09-01,4,0,1
C00036,2025-10-01,1,0,0
C00036,2025-11-01,0,0,0
C00036,2025-12-01,6,2,1
C00036,2026-01-01,7,1,1
C00036,2026-02-01,0,1,0
C00036,2026-03-01,0,0,0
C00036,2026-04-01,9,0,1
C00036,2026-05-01,0,0,0
C00036,2026-06-01,2,0,0
C00037,2026-02-01,3,0,1
C00037,2026-03-01,5,0,1
C00037,2026-04-01,6,0,1
C00037,2026-05-01,5,0,1
C00037,2026-06-01,6,0,1
C00038,2026-04-01,0,2,0
C00038,2026-05-01,10,1,1
C00038,2026-06-01,8,0,1
C00039,2025-07-01,3,0,1
C00039,2025-08-01,11,0,1
C00039,2025-09-01,3,0,0
C00039,2025-10-01,5,1,1
C00039,2025-11-01,4,1,1
C00039,2025-12-01,8,1,1
C00039,2026-01-01,8,0,1
C00039,2026-02-01,7,0,1
C00039,2026-03-01,9,2,1
C00039,2026-04-01,10,1,1
C00039,2026-05-01,6,0,1
C00039,2026-06-01,7,0,1
C00040,2025-12-01,7,1,1
C00040,2026-01-01,3,1,0
C00040,2026-02-01,8,0,1
C00040,2026-03-01,6,0,1
C00040,2026-04-01,7,0,1
C00040,2026-05-01,1,0,0
C00040,2026-06-01,7,0,1
C00041,2025-05-01,0,1,0
C00041,2025-06-01,9,0,1
C00041,2025-07-01,3,0,1
C00041,2025-08-01,1,1,0
C00041,2025-09-01,5,0,1
C00041,2025-10-01,6,0,1
C00041,2025-11-01,9,2,1
C00041,2025-12-01,9,1,1
C00041,2026-01-01,0,1,0
C00041,2026-02-01,1,0,0
C00041,2026-03-01,0,1,0
C00041,2026-04-01,9,0,1
C00041,2026-05-01,3,0,1
C00041,2026-06-01,4,1,1
C00042,2025-12-01,3,1,0
C00042,2026-01-01,9,0,1
C00042,2026-02-01,8,0,1
C00042,2026-03-01,2,0,0
C00042,2026-04-01,0,0,0
C00042,2026-05-01,1,0,0
C00042,2026-06-01,1,0,0
C00043,2025-07-01,10,0,1
C00043,2025-08-01,7,0,1
C00043,2025-09-01,4,1,1
C00043,2025-10-01,1,1,0
C00043,2025-11-01,13,0,1
C00043,2025-12-01,6,0,1
C00043,2026-01-01,4,0,1
C00043,2026-02-01,8,0,1
C00043,2026-03-01,5,1,1
C00043,2026-04-01,1,0,0
C00043,2026-05-01,1,1,1
C00043,2026-06-01,2,0,1
C00044,2025-11-01,5,1,1
C00044,2025-12-01,3,0,0
C00044,2026-01-01,3,0,1
C00044,2026-02-01,7,0,1
C00044,2026-03-01,13,0,1
C00044,2026-04-01,6,0,1
C00044,2026-05-01,10,0,1
C00044,2026-06-01,0,1,0
C00045,2026-04-01,11,0,1
C00045,2026-05-01,14,1,1
C00045,2026-06-01,1,0,0
C00046,2025-08-01,8,1,1
C00046,2025-09-01,6,0,1
C00046,2025-10-01,7,0,1
C00046,2025-11-01,1,0,0
C00046,2025-12-01,5,1,1
C00046,2026-01-01,2,0,0
C00046,2026-02-01,2,0,1
C00046,2026-03-01,9,0,1
C00046,2026-04-01,0,0,0
C00046,2026-05-01,6,0,1
C00046,2026-06-01,6,0,1
C00047,2025-04-01,3,1,1
C00047,2025-05-01,11,0,1
C00047,2025-06-01,8,0,1
C00047,2025-07-01,6,0,1
C00047,2025-08-01,0,1,0
C00047,2025-09-01,5,0,1
C00047,2025-10-01,13,0,1
C00047,2025-11-01,9,0,1
C00047,2025-12-01,1,0,0
C00047,2026-01-01,8,0,1
C00047,2026-02-01,7,1,1
C00047,2026-03-01,1,0,0
C00047,2026-04-01,0,0,0
C00047,2026-05-01,8,0,1
C00047,2026-06-01,7,1,1
C00048,2025-02-01,6,0,1
C00048,2025-03-01,0,0,0
C00048,2025-04-01,6,0,1
C00048,2025-05-01,1,0,0
C00048,2025-06-01,1,1,0
C00048,2025-07-01,1,0,0
C00048,2025-08-01,0,0,0
C00048,2025-09-01,9,0,1
C00048,2025-10-01,8,0,1
C00048,2025-11-01,1,0,0
C00048,2025-12-01,14,0,1
C00048,2026-01-01,0,0,0
C00048,2026-02-01,1,0,0
C00048,2026-03-01,3,0,0
C00048,2026-04-01,2,0,1
C00048,2026-05-01,8,1,1
C00048,2026-06-01,1,0,0
C00049,2025-12-01,5,0,1
C00049,2026-01-01,7,0,1
C00049,2026-02-01,7,1,1
C00049,2026-03-01,2,0,0
C00049,2026-04-01,4,1,1
C00049,2026-05-01,6,1,1
C00049,2026-06-01,10,0,1
C00050,2025-05-01,7,0,1
C00050,2025-06-01,6,0,1
C00050,2025-07-01,1,0,0
C00050,2025-08-01,9,1,1
C00050,2025-09-01,6,0,1
C00050,2025-10-01,1,1,0
C00050,2025-11-01,10,0,1
C00050,2025-12-01,0,0,0
C00050,2026-01-01,2,0,0
C00050,2026-02-01,4,0,0
C00050,2026-03-01,4,0,1
C00050,2026-04-01,1,1,0
C00050,2026-05-01,1,1,0
C00050,2026-06-01,1,0,0
C00051,2025-06-01,7,0,1
C00051,2025-07-01,11,1,1
C00051,2025-08-01,8,0,1
C00051,2025-09-01,3,0,0
C00051,2025-10-01,6,2,1
C00051,2025-11-01,5,1,1
C00051,2025-12-01,0,0,0
C00051,2026-01-01,4,0,1
C00051,2026-02-01,5,1,1
C00051,2026-03-01,1,2,0
C00051,2026-04-01,1,0,0
C00051,2026-05-01,0,1,0
C00051,2026-06-01,7,1,1
C00052,2025-02-01,1,0,0
C00052,2025-03-01,5,0,1
C00052,2025-04-01,4,1,1
C00052,2025-05-01,1,0,0
C00052,2025-06-01,8,1,1
C00052,2025-07-01,5,0,1
C00052,2025-08-01,0,0,0
C00052,2025-09-01,0,0,0
C00052,2025-10-01,4,0,1
C00052,2025-11-01,0,1,0
C00052,2025-12-01,2,1,0
C00052,2026-01-01,2,1,1
C00052,2026-02-01,6,0,1
C00052,2026-03-01,1,0,0
C00052,2026-04-01,0,3,0
C00052,2026-05-01,1,0,0
C00052,2026-06-01,0,1,0
C00053,2025-02-01,7,0,1
C00053,2025-03-01,4,0,1
C00053,2025-04-01,8,0,1
C00053,2025-05-01,6,0,1
C00053,2025-06-01,6,0,1
C00053,2025-07-01,10,0,1
C00053,2025-08-01,8,0,1
C00053,2025-09-01,9,0,1
C00053,2025-10-01,7,0,1
C00053,2025-11-01,2,0,0
C00053,2025-12-01,6,0,1
C00053,2026-01-01,9,2,1
C00053,2026-02-01,0,1,0
C00053,2026-03-01,4,0,1
C00053,2026-04-01,5,1,1
C00053,2026-05-01,2,0,0
C00053,2026-06-01,1,0,0
C00054,2026-04-01,12,0,1
C00054,2026-05-01,10,0,1
C00054,2026-06-01,1,0,0
C00055,2025-06-01,11,0,1
C00055,2025-07-01,3,1,1
C00055,2025-08-01,3,0,1
C00055,2025-09-01,3,0,1
C00055,2025-10-01,3,0,1
C00055,2025-11-01,3,1,1
C00055,2025-12-01,11,1,1
C00055,2026-01-01,0,0,0
C00055,2026-02-01,5,0,1
C00055,2026-03-01,6,0,1
C00055,2026-04-01,0,0,0
C00055,2026-05-01,5,0,1
C00055,2026-06-01,11,1,1
C00056,2025-04-01,0,0,0
C00056,2025-05-01,6,0,1
C00056,2025-06-01,13,1,1
C00056,2025-07-01,7,0,1
C00056,2025-08-01,0,0,0
C00056,2025-09-01,5,0,1
C00056,2025-10-01,2,0,0
C00056,2025-11-01,1,0,0
C00056,2025-12-01,2,0,0
C00056,2026-01-01,11,0,1
C00056,2026-02-01,0,1,0
C00056,2026-03-01,9,0,1
C00056,2026-04-01,4,1,0
C00056,2026-05-01,1,0,0
C00056,2026-06-01,10,1,1
C00057,2026-05-01,8,0,1
C00057,2026-06-01,8,1,1
C00058,2025-06-01,10,0,1
C00058,2025-07-01,6,1,1
C00058,2025-08-01,2,0,0
C00058,2025-09-01,0,0,0
C00058,2025-10-01,6,0,1
C00058,2025-11-01,2,0,0
C00058,2025-12-01,8,0,1
C00058,2026-01-01,2,1,0
C00058,2026-02-01,0,0,0
C00058,2026-03-01,9,0,1
C00058,2026-04-01,0,0,0
C00058,2026-05-01,6,0,1
C00058,2026-06-01,3,0,0
C00059,2025-12-01,7,1,1
C00059,2026-01-01,8,0,1
C00059,2026-02-01,2,0,1
C00059,2026-03-01,0,1,0
C00059,2026-04-01,6,0,1
C00059,2026-05-01,7,1,1
C00059,2026-06-01,4,0,1
C00060,2025-06-01,9,0,1
C00060,2025-07-01,11,1,1
C00060,2025-08-01,4,1,1
C00060,2025-09-01,1,0,0
C00060,2025-10-01,7,0,1
C00060,2025-11-01,9,1,1
C00060,2025-12-01,8,0,1
C00060,2026-01-01,5,1,1
C00060,2026-02-01,2,0,0
C00060,2026-03-01,5,0,1
C00060,2026-04-01,0,0,0
C00060,2026-05-01,2,0,0
C00060,2026-06-01,10,1,1
C00061,2025-11-01,2,1,1
C00061,2025-12-01,5,0,1
C00061,2026-01-01,6,1,1
C00061,2026-02-01,0,0,0
C00061,2026-03-01,2,0,0
C00061,2026-04-01,8,0,1
C00061,2026-05-01,6,0,1
C00061,2026-06-01,0,1,0
C00062,2026-01-01,6,0,1
C00062,2026-02-01,1,0,0
C00062,2026-03-01,2,1,1
C00062,2026-04-01,11,0,1
C00062,2026-05-01,4,0,1
C00062,2026-06-01,9,1,1
C00063,2026-01-01,2,0,0
C00063,2026-02-01,8,2,1
C00063,2026-03-01,6,0,1
C00063,2026-04-01,0,0,0
C00063,2026-05-01,6,0,1
C00063,2026-06-01,6,0,1
C00064,2025-06-01,3,1,0
C00064,2025-07-01,1,1,0
C00064,2025-08-01,7,0,1
C00064,2025-09-01,5,1,1
C00064,2025-10-01,10,0,1
C00064,2025-11-01,0,2,0
C00064,2025-12-01,7,0,1
C00064,2026-01-01,1,0,0
C00064,2026-02-01,3,1,0
C00064,2026-03-01,3,0,0
C00064,2026-04-01,6,0,1
C00064,2026-05-01,0,1,0
C00064,2026-06-01,9,0,1
C00065,2026-04-01,7,0,1
C00065,2026-05-01,3,1,1
C00065,2026-06-01,0,1,0
C00066,2025-09-01,9,1,1
C00066,2025-10-01,8,0,1
C00066,2025-11-01,8,0,1
C00066,2025-12-01,4,0,1
C00066,2026-01-01,2,3,0
C00066,2026-02-01,9,0,1
C00066,2026-03-01,1,0,0
C00066,2026-04-01,1,0,0
C00066,2026-05-01,1,0,0
C00066,2026-06-01,6,0,1
C00067,2025-03-01,5,0,1
C00067,2025-04-01,8,0,1
C00067,2025-05-01,5,0,1
C00067,2025-06-01,2,1,0
C00067,2025-07-01,12,0,1
C00067,2025-08-01,3,1,0
C00067,2025-09-01,9,1,1
C00067,2025-10-01,1,0,0
C00067,2025-11-01,1,0,0
C00067,2025-12-01,0,0,0
C00067,2026-01-01,1,1,0
C00067,2026-02-01,0,0,0
C00067,2026-03-01,7,0,1
C00067,2026-04-01,6,0,1
C00067,2026-05-01,9,0,1
C00067,2026-06-01,3,0,0
C00068,2025-08-01,12,2,1
C00068,2025-09-01,1,0,0
C00068,2025-10-01,6,0,1
C00068,2025-11-01,7,0,1
C00068,2025-12-01,1,0,0
C00068,2026-01-01,1,0,0
C00068,2026-02-01,0,1,0
C00068,2026-03-01,5,0,1
C00068,2026-04-01,14,1,1
C00068,2026-05-01,2,0,0
C00068,2026-06-01,3,0,0
C00069,2025-08-01,4,0,1
C00069,2025-09-01,14,1,1
C00069,2025-10-01,10,0,1
C00069,2025-11-01,1,0,0
C00069,2025-12-01,5,0,1
C00069,2026-01-01,7,0,1
C00069,2026-02-01,1,0,0
C00069,2026-03-01,7,1,1
C00069,2026-04-01,7,0,1
C00069,2026-05-01,5,0,1
C00069,2026-06-01,1,0,0
C00070,2026-03-01,5,0,1
C00070,2026-04-01,5,0,1
C00070,2026-05-01,7,0,1
C00070,2026-06-01,4,0,1
C00071,2026-02-01,1,0,0
C00071,2026-03-01,4,2,1
C00071,2026-04-01,0,0,0
C00071,2026-05-01,6,0,1
C00071,2026-06-01,10,0,1
C00072,2025-03-01,0,1,0
C00072,2025-04-01,6,0,1
C00072,2025-05-01,12,0,1
C00072,2025-06-01,6,0,1
C00072,2025-07-01,7,0,1
C00072,2025-08-01,2,0,0
C00072,2025-09-01,0,1,0
C00072,2025-10-01,4,0,1
C00072,2025-11-01,6,1,1
C00072,2025-12-01,6,0,1
C00072,2026-01-01,3,0,1
C00072,2026-02-01,6,0,1
C00072,2026-03-01,13,1,1
C00072,2026-04-01,1,1,0
C00072,2026-05-01,9,0,1
C00072,2026-06-01,0,0,0
C00073,2025-05-01,8,0,1
C00073,2025-06-01,3,2,1
C00073,2025-07-01,1,1,0
C00073,2025-08-01,6,1,1
C00073,2025-09-01,5,0,1
C00073,2025-10-01,9,1,1
C00073,2025-11-01,7,0,1
C00073,2025-12-01,5,0,1
C00073,2026-01-01,6,1,1
C00073,2026-02-01,0,1,0
C00073,2026-03-01,6,0,1
C00073,2026-04-01,8,3,1
C00073,2026-05-01,3,0,1
C00073,2026-06-01,1,0,0
C00074,2025-11-01,2,0,0
C00074,2025-12-01,8,0,1
C00074,2026-01-01,1,1,0
C00074,2026-02-01,10,1,1
C00074,2026-03-01,10,0,1
C00074,2026-04-01,5,0,1
C00074,2026-05-01,6,2,1
C00074,2026-06-01,0,0,0
C00075,2025-02-01,0,0,0
C00075,2025-03-01,6,1,1
C00075,2025-04-01,2,0,0
C00075,2025-05-01,0,0,0
C00075,2025-06-01,1,1,0
C00075,2025-07-01,2,0,0
C00075,2025-08-01,1,1,0
C00075,2025-09-01,7,1,1
C00075,2025-10-01,5,1,1
C00075,2025-11-01,0,1,0
C00075,2025-12-01,11,1,1
C00075,2026-01-01,5,2,1
C00075,2026-02-01,10,0,1
C00075,2026-03-01,0,1,0
C00075,2026-04-01,1,0,0
C00075,2026-05-01,6,0,1
C00075,2026-06-01,10,1,1
C00076,2026-03-01,6,0,1
C00076,2026-04-01,6,1,1
C00076,2026-05-01,0,2,0
C00076,2026-06-01,5,0,1
C00077,2026-05-01,7,1,1
C00077,2026-06-01,2,0,0
C00078,2026-02-01,5,1,1
C00078,2026-03-01,6,0,1
C00078,2026-04-01,9,0,1
C00078,2026-05-01,7,0,1
C00078,2026-06-01,6,1,1
C00079,2025-12-01,8,0,1
C00079,2026-01-01,3,0,1
C00079,2026-02-01,8,0,1
C00079,2026-03-01,11,0,1
C00079,2026-04-01,1,1,0
C00079,2026-05-01,4,0,0
C00079,2026-06-01,1,0,0
C00080,2025-03-01,4,0,1
C00080,2025-04-01,10,0,1
C00080,2025-05-01,1,0,0
C00080,2025-06-01,3,0,0
C00080,2025-07-01,2,0,0
C00080,2025-08-01,10,0,1
C00080,2025-09-01,13,0,1
C00080,2025-10-01,8,1,1
C00080,2025-11-01,1,0,0
C00080,2025-12-01,13,0,1
C00080,2026-01-01,5,0,1
C00080,2026-02-01,5,0,1
C00080,2026-03-01,4,0,1
C00080,2026-04-01,2,0,0
C00080,2026-05-01,3,1,1
C00080,2026-06-01,1,0,0
C00081,2025-02-01,10,0,1
C00081,2025-03-01,1,0,0
C00081,2025-04-01,1,0,1
C00081,2025-05-01,6,0,1
C00081,2025-06-01,7,0,1
C00081,2025-07-01,4,1,1
C00081,2025-08-01,1,0,0
C00081,2025-09-01,4,0,0
C00081,2025-10-01,2,1,0
C00081,2025-11-01,7,0,1
C00081,2025-12-01,0,1,0
C00081,2026-01-01,0,0,0
C00081,2026-02-01,0,1,0
C00081,2026-03-01,5,0,1
C00081,2026-04-01,7,0,1
C00081,2026-05-01,7,0,1
C00081,2026-06-01,8,0,1
C00082,2025-11-01,1,0,0
C00082,2025-12-01,1,0,0
C00082,2026-01-01,7,1,1
C00082,2026-02-01,6,0,1
C00082,2026-03-01,0,0,0
C00082,2026-04-01,10,0,1
C00082,2026-05-01,2,0,0
C00082,2026-06-01,4,0,1
C00083,2025-05-01,8,0,1
C00083,2025-06-01,10,1,1
C00083,2025-07-01,1,0,0
C00083,2025-08-01,4,0,1
C00083,2025-09-01,2,1,0
C00083,2025-10-01,5,0,1
C00083,2025-11-01,1,1,0
C00083,2025-12-01,9,0,1
C00083,2026-01-01,10,1,1
C00083,2026-02-01,1,0,0
C00083,2026-03-01,0,1,0
C00083,2026-04-01,1,1,0
C00083,2026-05-01,5,1,1
C00083,2026-06-01,0,1,0
C00084,2026-05-01,5,1,1
C00084,2026-06-01,6,0,1
C00085,2025-03-01,2,0,0
C00085,2025-04-01,7,0,1
C00085,2025-05-01,5,0,1
C00085,2025-06-01,0,1,0
C00085,2025-07-01,5,2,1
C00085,2025-08-01,0,0,0
C00085,2025-09-01,4,0,1
C00085,2025-10-01,3,0,1
C00085,2025-11-01,7,0,1
C00085,2025-12-01,0,0,0
C00085,2026-01-01,7,0,1
C00085,2026-02-01,1,0,0
C00085,2026-03-01,3,0,1
C00085,2026-04-01,0,2,0
C00085,2026-05-01,5,0,1
C00085,2026-06-01,2,0,0
C00086,2025-05-01,8,0,1
C00086,2025-06-01,8,3,1
